Request id,Pickup point,Driver id,Status,Request time,Drop time,Request time-date,Drop time-date
1020,Airport,157,Trip Completed,19:17:00,20:08:00,11-07-2016,11-07-2016
2934,City,157,Trip Completed,06:28:12,07:10:08,13-07-2016,13-07-2016
4073,City,157,Trip Completed,02:10:36,02:54:21,14-07-2016,14-07-2016
4751,City,157,Trip Completed,15:18:31,16:12:44,14-07-2016,14-07-2016
5275,City,157,Trip Completed,21:38:10,22:21:52,14-07-2016,14-07-2016
1262,Airport,158,Trip Completed,22:00:00,23:04:00,11-07-2016,11-07-2016
1600,City,158,Trip Completed,06:39:00,07:13:00,12-07-2016,12-07-2016
2016,City,158,Trip Completed,13:34:00,14:36:00,12-07-2016,12-07-2016
2370,Airport,158,Trip Completed,19:37:00,20:11:00,12-07-2016,12-07-2016
3192,Airport,158,Trip Completed,09:32:25,10:42:22,13-07-2016,13-07-2016
3367,Airport,158,Trip Completed,13:51:00,14:29:30,13-07-2016,13-07-2016
3952,City,158,Trip Completed,22:45:09,23:41:02,13-07-2016,13-07-2016
4517,Airport,158,Trip Completed,09:22:47,10:04:44,14-07-2016,14-07-2016
4944,City,158,Trip Completed,18:33:03,19:04:51,14-07-2016,14-07-2016
6037,Airport,158,Trip Completed,13:03:25,14:01:33,15-07-2016,15-07-2016
6385,Airport,158,Trip Completed,19:19:47,20:21:00,15-07-2016,15-07-2016
398,City,159,Trip Completed,08:26:00,09:32:00,11-07-2016,11-07-2016
2163,Airport,159,Trip Completed,17:30:00,18:07:00,12-07-2016,12-07-2016
3985,Airport,159,Trip Completed,23:15:18,00:33:31,13-07-2016,14-07-2016
4780,City,159,Trip Completed,16:29:40,16:58:40,14-07-2016,14-07-2016
5453,City,159,Trip Completed,03:38:02,04:28:09,15-07-2016,15-07-2016
5807,City,159,Trip Completed,08:41:35,09:11:58,15-07-2016,15-07-2016
6074,Airport,159,Trip Completed,14:07:10,14:56:19,15-07-2016,15-07-2016
6651,City,159,Trip Completed,22:06:53,22:46:22,15-07-2016,15-07-2016
223,Airport,160,Trip Completed,06:13:00,07:05:00,11-07-2016,11-07-2016
680,City,160,Trip Completed,13:30:00,14:38:00,11-07-2016,11-07-2016
887,Airport,160,Trip Completed,18:10:00,18:47:00,11-07-2016,11-07-2016
1689,Airport,160,Trip Completed,07:51:00,08:32:00,12-07-2016,12-07-2016
1939,City,160,Trip Completed,11:18:00,11:54:00,12-07-2016,12-07-2016
2182,City,160,Trip Completed,17:42:00,18:30:00,12-07-2016,12-07-2016
3223,Airport,160,Trip Completed,09:48:30,10:31:41,13-07-2016,13-07-2016
3819,Airport,160,Trip Completed,21:08:10,21:48:44,13-07-2016,13-07-2016
4823,Airport,160,Trip Completed,17:22:20,18:38:29,14-07-2016,14-07-2016
5431,Airport,160,Trip Completed,02:38:30,03:23:54,15-07-2016,15-07-2016
6353,Airport,160,Trip Completed,18:57:01,19:27:57,15-07-2016,15-07-2016
163,City,161,Trip Completed,05:35:00,06:49:00,11-07-2016,11-07-2016
706,Airport,161,Trip Completed,14:12:00,15:27:00,11-07-2016,11-07-2016
1214,Airport,161,Trip Completed,21:30:00,21:57:00,11-07-2016,11-07-2016
1399,City,161,Trip Completed,02:35:00,03:42:00,12-07-2016,12-07-2016
1574,Airport,161,Trip Completed,06:26:00,07:15:00,12-07-2016,12-07-2016
1870,City,161,Trip Completed,10:01:00,10:42:00,12-07-2016,12-07-2016
2267,Airport,161,Trip Completed,18:33:00,19:36:00,12-07-2016,12-07-2016
2658,Airport,161,Trip Completed,23:18:00,00:03:21,12-07-2016,13-07-2016
3048,Airport,161,Trip Completed,07:41:17,08:14:19,13-07-2016,13-07-2016
3301,Airport,161,Trip Completed,11:41:40,12:28:38,13-07-2016,13-07-2016
3477,City,161,Trip Completed,17:18:05,18:09:59,13-07-2016,13-07-2016
4371,City,161,Trip Completed,07:34:57,08:24:33,14-07-2016,14-07-2016
445,City,162,Trip Completed,09:06:00,10:05:00,11-07-2016,11-07-2016
1100,Airport,162,Trip Completed,20:10:00,20:52:00,11-07-2016,11-07-2016
1961,City,162,Trip Completed,11:53:00,12:27:00,12-07-2016,12-07-2016
3215,Airport,162,Trip Completed,09:49:32,10:57:30,13-07-2016,13-07-2016
3997,Airport,162,Trip Completed,23:36:23,00:22:26,13-07-2016,14-07-2016
4385,City,162,Trip Completed,07:51:59,08:24:08,14-07-2016,14-07-2016
4736,City,162,Trip Completed,14:31:20,15:50:58,14-07-2016,14-07-2016
5291,Airport,162,Trip Completed,21:48:06,22:45:23,14-07-2016,14-07-2016
5350,City,162,Trip Completed,22:52:35,23:42:51,14-07-2016,14-07-2016
5768,City,162,Trip Completed,08:27:01,09:30:13,15-07-2016,15-07-2016
675,City,163,Trip Completed,13:24:00,13:55:00,11-07-2016,11-07-2016
1996,Airport,163,Trip Completed,12:57:00,14:06:00,12-07-2016,12-07-2016
2510,City,163,Trip Completed,21:01:00,21:50:00,12-07-2016,12-07-2016
3969,Airport,163,Trip Completed,22:58:22,23:58:00,13-07-2016,13-07-2016
4397,City,163,Trip Completed,07:56:05,08:57:30,14-07-2016,14-07-2016
5326,City,163,Trip Completed,22:09:30,23:13:16,14-07-2016,14-07-2016
5987,City,163,Trip Completed,11:42:14,12:49:39,15-07-2016,15-07-2016
6152,Airport,163,Trip Completed,16:15:34,17:16:45,15-07-2016,15-07-2016
6317,City,163,Trip Completed,18:35:57,19:05:06,15-07-2016,15-07-2016
602,City,164,Trip Completed,11:38:00,12:57:00,11-07-2016,11-07-2016
981,City,164,Trip Completed,19:01:00,19:39:00,11-07-2016,11-07-2016
1317,Airport,164,Trip Completed,22:57:00,23:52:00,11-07-2016,11-07-2016
2112,Airport,164,Trip Completed,16:32:00,17:03:00,12-07-2016,12-07-2016
2365,City,164,Trip Completed,19:34:00,20:12:00,12-07-2016,12-07-2016
2849,City,164,Trip Completed,05:29:42,06:34:27,13-07-2016,13-07-2016
4573,City,164,Trip Completed,09:47:53,10:47:05,14-07-2016,14-07-2016
5095,City,164,Trip Completed,19:48:45,20:55:36,14-07-2016,14-07-2016
741,Airport,165,Trip Completed,15:39:00,16:27:00,11-07-2016,11-07-2016
1873,City,165,Trip Completed,09:59:00,10:44:00,12-07-2016,12-07-2016
2134,Airport,165,Trip Completed,17:14:00,17:44:00,12-07-2016,12-07-2016
3461,Airport,165,Trip Completed,17:04:19,18:07:53,13-07-2016,13-07-2016
3711,Airport,165,Trip Completed,19:47:15,20:46:01,13-07-2016,13-07-2016
5001,Airport,165,Trip Completed,18:59:05,19:35:00,14-07-2016,14-07-2016
248,City,166,Trip Completed,06:38:00,07:45:00,11-07-2016,11-07-2016
1321,Airport,166,Trip Completed,23:01:00,00:05:00,11-07-2016,12-07-2016
1997,City,166,Trip Completed,13:02:00,13:57:00,12-07-2016,12-07-2016
2544,City,166,Trip Completed,21:22:00,21:51:00,12-07-2016,12-07-2016
3863,City,166,Trip Completed,21:44:48,22:50:38,13-07-2016,13-07-2016
4336,City,166,Trip Completed,07:14:05,08:34:21,14-07-2016,14-07-2016
4754,City,166,Trip Completed,15:24:45,16:18:25,14-07-2016,14-07-2016
6620,City,166,Trip Completed,21:48:02,22:36:08,15-07-2016,15-07-2016
500,Airport,167,Trip Completed,09:38:00,10:12:00,11-07-2016,11-07-2016
1518,City,167,Trip Completed,05:50:00,06:38:00,12-07-2016,12-07-2016
3082,City,167,Trip Completed,08:10:03,08:50:37,13-07-2016,13-07-2016
3478,Airport,167,Trip Completed,17:19:57,17:53:56,13-07-2016,13-07-2016
4539,City,167,Trip Completed,09:35:42,10:46:02,14-07-2016,14-07-2016
4791,City,167,Trip Completed,16:43:10,17:32:58,14-07-2016,14-07-2016
5263,City,167,Trip Completed,21:30:34,21:59:26,14-07-2016,14-07-2016
1679,City,168,Trip Completed,07:46:00,08:24:00,12-07-2016,12-07-2016
2276,Airport,168,Trip Completed,18:38:00,19:46:00,12-07-2016,12-07-2016
2747,Airport,168,Trip Completed,03:17:00,03:54:54,13-07-2016,13-07-2016
3370,City,168,Trip Completed,13:56:50,14:56:07,13-07-2016,13-07-2016
3741,Airport,168,Trip Completed,20:14:21,21:21:35,13-07-2016,13-07-2016
4266,Airport,168,Trip Completed,06:10:03,06:56:04,14-07-2016,14-07-2016
5596,City,168,Trip Completed,06:08:33,06:51:04,15-07-2016,15-07-2016
5961,Airport,168,Trip Completed,10:55:52,11:54:35,15-07-2016,15-07-2016
6418,City,168,Trip Completed,19:45:28,20:22:56,15-07-2016,15-07-2016
759,City,169,Trip Completed,16:16:00,16:47:00,11-07-2016,11-07-2016
2524,Airport,169,Trip Completed,21:09:00,21:55:00,12-07-2016,12-07-2016
2769,Airport,169,Trip Completed,04:13:56,05:06:39,13-07-2016,13-07-2016
5071,Airport,169,Trip Completed,19:30:33,20:17:28,14-07-2016,14-07-2016
5287,City,169,Trip Completed,21:46:45,22:35:39,14-07-2016,14-07-2016
33,Airport,170,Trip Completed,02:17:00,03:31:00,11-07-2016,11-07-2016
2692,City,170,Trip Completed,00:42:20,01:40:54,13-07-2016,13-07-2016
2835,City,170,Trip Completed,05:19:47,06:24:44,13-07-2016,13-07-2016
3122,Airport,170,Trip Completed,08:37:13,09:13:33,13-07-2016,13-07-2016
3465,City,170,Trip Completed,17:12:20,18:03:50,13-07-2016,13-07-2016
3857,City,170,Trip Completed,21:34:05,22:46:22,13-07-2016,13-07-2016
4343,Airport,170,Trip Completed,07:17:34,08:07:51,14-07-2016,14-07-2016
4417,City,170,Trip Completed,08:13:37,09:07:38,14-07-2016,14-07-2016
5756,City,170,Trip Completed,08:03:01,08:51:47,15-07-2016,15-07-2016
5907,Airport,170,Trip Completed,09:56:35,11:04:43,15-07-2016,15-07-2016
699,Airport,171,Trip Completed,14:02:00,15:02:00,11-07-2016,11-07-2016
821,City,171,Trip Completed,17:34:00,17:57:00,11-07-2016,11-07-2016
2085,City,171,Trip Completed,15:41:00,16:27:00,12-07-2016,12-07-2016
2346,Airport,171,Trip Completed,19:17:00,20:04:00,12-07-2016,12-07-2016
2704,City,171,Trip Completed,01:12:32,01:58:09,13-07-2016,13-07-2016
2901,Airport,171,Trip Completed,06:04:24,07:17:36,13-07-2016,13-07-2016
3475,City,171,Trip Completed,17:19:55,17:55:50,13-07-2016,13-07-2016
3743,Airport,171,Trip Completed,20:19:50,21:10:17,13-07-2016,13-07-2016
5209,Airport,171,Trip Completed,20:58:21,21:59:37,14-07-2016,14-07-2016
6674,Airport,171,Trip Completed,22:25:32,23:08:33,15-07-2016,15-07-2016
714,City,172,Trip Completed,14:28:00,15:34:00,11-07-2016,11-07-2016
792,Airport,172,Trip Completed,17:01:00,17:44:00,11-07-2016,11-07-2016
1341,Airport,172,Trip Completed,23:26:00,00:06:00,11-07-2016,12-07-2016
1745,City,172,Trip Completed,08:22:00,09:13:00,12-07-2016,12-07-2016
1971,City,172,Trip Completed,12:08:00,13:25:00,12-07-2016,12-07-2016
2632,City,172,Trip Completed,22:19:00,23:21:00,12-07-2016,12-07-2016
2935,City,172,Trip Completed,06:30:08,07:01:42,13-07-2016,13-07-2016
3142,Airport,172,Trip Completed,08:50:45,09:59:05,13-07-2016,13-07-2016
4516,City,172,Trip Completed,09:11:02,09:57:19,14-07-2016,14-07-2016
4605,Airport,172,Trip Completed,10:14:36,11:25:20,14-07-2016,14-07-2016
5936,Airport,172,Trip Completed,10:17:39,11:04:32,15-07-2016,15-07-2016
6621,City,172,Trip Completed,21:49:39,22:30:22,15-07-2016,15-07-2016
752,Airport,173,Trip Completed,16:03:00,17:08:00,11-07-2016,11-07-2016
1336,City,173,Trip Completed,23:17:00,23:52:00,11-07-2016,11-07-2016
1836,Airport,173,Trip Completed,09:37:00,10:19:00,12-07-2016,12-07-2016
2447,Airport,173,Trip Completed,20:24:00,21:36:00,12-07-2016,12-07-2016
3517,Airport,173,Trip Completed,17:46:30,18:35:16,13-07-2016,13-07-2016
3831,Airport,173,Trip Completed,21:16:33,22:16:02,13-07-2016,13-07-2016
4136,City,173,Trip Completed,04:46:17,05:21:42,14-07-2016,14-07-2016
4700,Airport,173,Trip Completed,13:08:15,13:54:59,14-07-2016,14-07-2016
5484,City,173,Trip Completed,04:54:59,05:47:16,15-07-2016,15-07-2016
5900,City,173,Trip Completed,09:53:30,10:44:45,15-07-2016,15-07-2016
6634,Airport,173,Trip Completed,22:03:00,22:44:41,15-07-2016,15-07-2016
426,City,174,Trip Completed,08:48:00,09:53:00,11-07-2016,11-07-2016
1320,City,174,Trip Completed,22:52:00,00:06:00,11-07-2016,12-07-2016
1588,City,174,Trip Completed,06:32:00,07:19:00,12-07-2016,12-07-2016
2375,Airport,174,Trip Completed,19:38:00,20:38:00,12-07-2016,12-07-2016
4411,Airport,174,Trip Completed,08:09:40,08:52:11,14-07-2016,14-07-2016
4769,Airport,174,Trip Completed,15:42:35,16:41:05,14-07-2016,14-07-2016
5149,City,174,Trip Completed,20:27:10,21:26:22,14-07-2016,14-07-2016
5659,City,174,Trip Completed,07:03:49,08:08:48,15-07-2016,15-07-2016
545,City,175,Trip Completed,10:06:00,10:42:00,11-07-2016,11-07-2016
778,City,175,Trip Completed,16:39:00,17:18:00,11-07-2016,11-07-2016
1289,City,175,Trip Completed,22:26:00,22:55:00,11-07-2016,11-07-2016
1654,Airport,175,Trip Completed,07:23:00,08:06:00,12-07-2016,12-07-2016
1945,Airport,175,Trip Completed,11:33:00,12:44:00,12-07-2016,12-07-2016
2460,City,175,Trip Completed,20:29:00,21:40:00,12-07-2016,12-07-2016
2877,Airport,175,Trip Completed,05:49:52,07:03:47,13-07-2016,13-07-2016
3264,City,175,Trip Completed,10:21:04,11:31:53,13-07-2016,13-07-2016
3927,City,175,Trip Completed,22:22:46,23:21:28,13-07-2016,13-07-2016
5774,City,175,Trip Completed,08:29:25,09:22:31,15-07-2016,15-07-2016
923,City,176,Trip Completed,18:26:00,19:37:00,11-07-2016,11-07-2016
1439,City,176,Trip Completed,04:45:00,05:19:00,12-07-2016,12-07-2016
2130,City,176,Trip Completed,17:04:00,17:46:00,12-07-2016,12-07-2016
2797,City,176,Trip Completed,04:53:36,06:07:10,13-07-2016,13-07-2016
3135,Airport,176,Trip Completed,08:48:27,09:21:33,13-07-2016,13-07-2016
3525,Airport,176,Trip Completed,17:48:26,18:50:29,13-07-2016,13-07-2016
3925,Airport,176,Trip Completed,22:26:29,23:25:18,13-07-2016,13-07-2016
4087,City,176,Trip Completed,02:52:39,03:57:26,14-07-2016,14-07-2016
4706,City,176,Trip Completed,13:14:44,14:00:22,14-07-2016,14-07-2016
5448,Airport,176,Trip Completed,03:22:27,04:27:10,15-07-2016,15-07-2016
5645,City,176,Trip Completed,06:51:10,07:35:48,15-07-2016,15-07-2016
5862,City,176,Trip Completed,09:19:29,09:56:53,15-07-2016,15-07-2016
6079,Airport,176,Trip Completed,14:21:50,15:07:16,15-07-2016,15-07-2016
6648,Airport,176,Trip Completed,22:04:52,23:14:39,15-07-2016,15-07-2016
863,City,177,Trip Completed,17:55:00,18:43:00,11-07-2016,11-07-2016
1324,City,177,Trip Completed,22:59:00,00:05:00,11-07-2016,12-07-2016
1666,City,177,Trip Completed,07:37:00,08:49:00,12-07-2016,12-07-2016
1797,Airport,177,Trip Completed,09:15:00,09:41:00,12-07-2016,12-07-2016
2279,Airport,177,Trip Completed,18:38:00,19:26:00,12-07-2016,12-07-2016
2997,City,177,Trip Completed,07:10:45,07:49:08,13-07-2016,13-07-2016
3343,Airport,177,Trip Completed,12:57:34,13:42:02,13-07-2016,13-07-2016
3625,Airport,177,Trip Completed,18:57:24,20:01:21,13-07-2016,13-07-2016
4310,City,177,Trip Completed,06:48:51,07:42:31,14-07-2016,14-07-2016
4750,Airport,177,Trip Completed,15:09:22,16:20:37,14-07-2016,14-07-2016
5185,Airport,177,Trip Completed,20:35:30,21:49:35,14-07-2016,14-07-2016
5978,Airport,177,Trip Completed,11:27:18,12:10:16,15-07-2016,15-07-2016
6073,City,177,Trip Completed,14:02:35,14:50:25,15-07-2016,15-07-2016
455,City,178,Trip Completed,09:17:00,10:12:00,11-07-2016,11-07-2016
651,Airport,178,Trip Completed,12:45:00,13:25:00,11-07-2016,11-07-2016
742,City,178,Trip Completed,15:38:00,16:25:00,11-07-2016,11-07-2016
828,Airport,178,Trip Completed,17:35:00,18:07:00,11-07-2016,11-07-2016
1701,City,178,Trip Completed,07:58:00,08:47:00,12-07-2016,12-07-2016
1985,City,178,Trip Completed,12:24:00,13:29:00,12-07-2016,12-07-2016
2277,City,178,Trip Completed,18:39:00,19:34:00,12-07-2016,12-07-2016
3108,Airport,178,Trip Completed,08:25:17,09:35:25,13-07-2016,13-07-2016
3880,Airport,178,Trip Completed,21:54:09,22:35:57,13-07-2016,13-07-2016
4252,City,178,Trip Completed,06:05:14,06:46:37,14-07-2016,14-07-2016
4646,Airport,178,Trip Completed,11:49:01,12:55:56,14-07-2016,14-07-2016
5560,Airport,178,Trip Completed,05:35:45,06:19:44,15-07-2016,15-07-2016
483,City,179,Trip Completed,09:26:00,10:04:00,11-07-2016,11-07-2016
628,Airport,179,Trip Completed,12:19:00,13:00:00,11-07-2016,11-07-2016
2285,City,179,Trip Completed,18:34:00,19:14:00,12-07-2016,12-07-2016
4024,Airport,179,Trip Completed,00:06:34,00:42:21,13-07-2016,13-07-2016
2952,City,179,Trip Completed,06:39:09,07:56:00,13-07-2016,13-07-2016
4631,Airport,179,Trip Completed,11:16:57,12:24:33,14-07-2016,14-07-2016
5200,Airport,179,Trip Completed,20:48:33,21:38:17,14-07-2016,14-07-2016
5711,City,179,Trip Completed,07:40:48,08:33:56,15-07-2016,15-07-2016
6399,Airport,179,Trip Completed,19:24:48,20:01:58,15-07-2016,15-07-2016
6453,City,179,Trip Completed,20:06:18,21:02:10,15-07-2016,15-07-2016
788,City,180,Trip Completed,16:53:00,17:54:00,11-07-2016,11-07-2016
1550,Airport,180,Trip Completed,06:08:00,07:14:00,12-07-2016,12-07-2016
2069,Airport,180,Trip Completed,15:20:00,15:55:00,12-07-2016,12-07-2016
2593,City,180,Trip Completed,21:43:00,22:35:00,12-07-2016,12-07-2016
2943,City,180,Trip Completed,06:41:04,07:15:52,13-07-2016,13-07-2016
3649,City,180,Trip Completed,19:11:32,20:21:31,13-07-2016,13-07-2016
3942,Airport,180,Trip Completed,22:36:27,23:42:21,13-07-2016,13-07-2016
5512,Airport,180,Trip Completed,05:10:25,05:42:24,15-07-2016,15-07-2016
5752,City,180,Trip Completed,08:02:05,09:09:26,15-07-2016,15-07-2016
6362,City,180,Trip Completed,19:05:36,19:49:02,15-07-2016,15-07-2016
1151,Airport,181,Trip Completed,20:40:00,21:38:00,11-07-2016,11-07-2016
1812,Airport,181,Trip Completed,09:16:00,10:09:00,12-07-2016,12-07-2016
1946,Airport,181,Trip Completed,11:28:00,12:32:00,12-07-2016,12-07-2016
2646,City,181,Trip Completed,22:46:00,23:45:00,12-07-2016,12-07-2016
3255,Airport,181,Trip Completed,10:10:00,11:20:59,13-07-2016,13-07-2016
3431,Airport,181,Trip Completed,16:03:13,16:46:54,13-07-2016,13-07-2016
3634,City,181,Trip Completed,19:00:49,19:54:19,13-07-2016,13-07-2016
4592,City,181,Trip Completed,10:09:16,10:38:27,14-07-2016,14-07-2016
5705,City,181,Trip Completed,07:32:41,08:16:15,15-07-2016,15-07-2016
6056,Airport,181,Trip Completed,13:35:56,14:02:50,15-07-2016,15-07-2016
325,City,182,Trip Completed,07:34:00,08:44:00,11-07-2016,11-07-2016
1015,City,182,Trip Completed,19:15:00,20:11:00,11-07-2016,11-07-2016
1308,City,182,Trip Completed,22:41:00,23:54:00,11-07-2016,11-07-2016
1667,City,182,Trip Completed,07:42:00,08:03:00,12-07-2016,12-07-2016
2436,Airport,182,Trip Completed,20:15:00,20:46:00,12-07-2016,12-07-2016
2865,City,182,Trip Completed,05:42:33,06:25:57,13-07-2016,13-07-2016
3397,City,182,Trip Completed,15:00:02,15:58:30,13-07-2016,13-07-2016
4040,Airport,182,Trip Completed,00:38:21,01:50:05,14-07-2016,14-07-2016
4094,City,182,Trip Completed,03:09:17,03:44:55,14-07-2016,14-07-2016
4568,Airport,182,Trip Completed,09:50:59,10:22:31,14-07-2016,14-07-2016
5105,City,182,Trip Completed,19:59:57,20:37:28,14-07-2016,14-07-2016
573,Airport,183,Trip Completed,10:57:00,11:30:00,11-07-2016,11-07-2016
789,City,183,Trip Completed,16:54:00,17:36:00,11-07-2016,11-07-2016
1525,City,183,Trip Completed,05:48:00,06:46:00,12-07-2016,12-07-2016
2786,Airport,183,Trip Completed,04:54:15,05:34:02,13-07-2016,13-07-2016
3143,Airport,183,Trip Completed,08:52:45,09:57:50,13-07-2016,13-07-2016
3917,City,183,Trip Completed,22:15:07,23:23:04,13-07-2016,13-07-2016
4375,City,183,Trip Completed,07:38:26,08:42:05,14-07-2016,14-07-2016
6345,City,183,Trip Completed,18:44:57,19:57:43,15-07-2016,15-07-2016
169,City,184,Trip Completed,05:45:00,06:48:00,11-07-2016,11-07-2016
537,City,184,Trip Completed,10:05:00,10:57:00,11-07-2016,11-07-2016
682,City,184,Trip Completed,13:32:00,14:19:00,11-07-2016,11-07-2016
1384,City,184,Trip Completed,01:15:00,02:18:00,12-07-2016,12-07-2016
2167,Airport,184,Trip Completed,17:30:00,18:30:00,12-07-2016,12-07-2016
2295,City,184,Trip Completed,18:48:00,19:12:00,12-07-2016,12-07-2016
3109,City,184,Trip Completed,08:22:49,09:18:31,13-07-2016,13-07-2016
3293,City,184,Trip Completed,11:18:02,11:52:17,13-07-2016,13-07-2016
3444,City,184,Trip Completed,16:33:05,17:49:15,13-07-2016,13-07-2016
3660,Airport,184,Trip Completed,19:22:51,19:51:44,13-07-2016,13-07-2016
4693,City,184,Trip Completed,13:01:23,14:10:11,14-07-2016,14-07-2016
5214,Airport,184,Trip Completed,20:59:09,21:48:04,14-07-2016,14-07-2016
5570,City,184,Trip Completed,05:53:21,06:17:39,15-07-2016,15-07-2016
6003,Airport,184,Trip Completed,12:09:01,12:57:34,15-07-2016,15-07-2016
6663,Airport,184,Trip Completed,22:22:03,23:03:25,15-07-2016,15-07-2016
616,Airport,185,Trip Completed,12:05:00,12:48:00,11-07-2016,11-07-2016
1056,City,185,Trip Completed,19:49:00,20:28:00,11-07-2016,11-07-2016
1903,City,185,Trip Completed,10:36:00,11:32:00,12-07-2016,12-07-2016
2643,City,185,Trip Completed,22:37:00,23:34:00,12-07-2016,12-07-2016
3291,City,185,Trip Completed,11:10:05,12:31:07,13-07-2016,13-07-2016
3965,Airport,185,Trip Completed,22:50:47,23:20:24,13-07-2016,13-07-2016
4007,City,185,Trip Completed,23:46:19,00:23:39,13-07-2016,14-07-2016
4234,City,185,Trip Completed,05:59:10,07:01:16,14-07-2016,14-07-2016
4388,Airport,185,Trip Completed,07:50:14,08:48:46,14-07-2016,14-07-2016
4964,City,185,Trip Completed,18:34:51,19:13:08,14-07-2016,14-07-2016
5544,City,185,Trip Completed,05:23:42,05:56:52,15-07-2016,15-07-2016
6217,City,185,Trip Completed,17:33:50,18:00:13,15-07-2016,15-07-2016
1345,Airport,186,Trip Completed,23:37:00,00:09:00,11-07-2016,12-07-2016
1874,Airport,186,Trip Completed,09:56:00,10:42:00,12-07-2016,12-07-2016
2413,City,186,Trip Completed,20:02:00,21:16:00,12-07-2016,12-07-2016
3068,City,186,Trip Completed,07:59:50,08:49:05,13-07-2016,13-07-2016
3452,City,186,Trip Completed,16:52:55,17:25:52,13-07-2016,13-07-2016
4031,City,186,Trip Completed,00:22:54,00:55:13,14-07-2016,14-07-2016
4438,Airport,186,Trip Completed,08:27:23,09:12:29,14-07-2016,14-07-2016
5521,Airport,186,Trip Completed,05:19:12,06:27:48,15-07-2016,15-07-2016
5832,City,186,Trip Completed,09:00:26,09:55:12,15-07-2016,15-07-2016
5990,Airport,186,Trip Completed,11:43:12,12:40:49,15-07-2016,15-07-2016
6254,City,186,Trip Completed,17:57:37,18:50:37,15-07-2016,15-07-2016
320,City,187,Trip Completed,07:32:00,08:44:00,11-07-2016,11-07-2016
717,City,187,Trip Completed,14:52:00,15:46:00,11-07-2016,11-07-2016
2074,City,187,Trip Completed,15:32:00,16:24:00,12-07-2016,12-07-2016
4576,Airport,187,Trip Completed,09:57:29,11:13:05,14-07-2016,14-07-2016
5503,City,187,Trip Completed,05:11:38,06:01:35,15-07-2016,15-07-2016
173,City,188,Trip Completed,05:45:00,06:30:00,11-07-2016,11-07-2016
698,City,188,Trip Completed,14:00:00,14:49:00,11-07-2016,11-07-2016
2039,Airport,188,Trip Completed,14:29:00,15:18:00,12-07-2016,12-07-2016
2467,Airport,188,Trip Completed,20:34:00,21:41:00,12-07-2016,12-07-2016
2676,Airport,188,Trip Completed,23:53:00,00:26:55,12-07-2016,13-07-2016
3038,City,188,Trip Completed,07:37:29,08:33:39,13-07-2016,13-07-2016
4003,Airport,188,Trip Completed,23:40:51,00:38:46,13-07-2016,14-07-2016
4126,City,188,Trip Completed,04:40:41,05:53:29,14-07-2016,14-07-2016
4611,City,188,Trip Completed,10:34:17,11:19:06,14-07-2016,14-07-2016
4975,City,188,Trip Completed,18:42:37,19:18:51,14-07-2016,14-07-2016
5664,City,188,Trip Completed,07:03:01,07:46:59,15-07-2016,15-07-2016
6006,Airport,188,Trip Completed,12:17:49,13:25:21,15-07-2016,15-07-2016
6329,City,188,Trip Completed,18:43:35,19:36:59,15-07-2016,15-07-2016
2779,Airport,189,Trip Completed,04:46:08,05:41:19,13-07-2016,13-07-2016
4216,Airport,189,Trip Completed,05:38:23,06:36:36,14-07-2016,14-07-2016
4711,Airport,189,Trip Completed,13:18:22,13:56:11,14-07-2016,14-07-2016
4825,City,189,Trip Completed,17:22:06,18:17:49,14-07-2016,14-07-2016
6175,City,189,Trip Completed,16:55:44,17:49:26,15-07-2016,15-07-2016
2445,City,190,Trip Completed,20:18:00,21:04:00,12-07-2016,12-07-2016
2714,Airport,190,Trip Completed,01:52:50,02:51:32,13-07-2016,13-07-2016
3089,Airport,190,Trip Completed,08:11:13,08:53:42,13-07-2016,13-07-2016
3462,Airport,190,Trip Completed,17:10:30,17:52:31,13-07-2016,13-07-2016
4462,Airport,190,Trip Completed,08:40:30,09:22:57,14-07-2016,14-07-2016
4698,City,190,Trip Completed,13:07:35,14:13:30,14-07-2016,14-07-2016
5098,Airport,190,Trip Completed,19:50:28,20:27:04,14-07-2016,14-07-2016
6711,City,190,Trip Completed,23:07:06,00:11:21,15-07-2016,16-07-2016
146,Airport,191,Trip Completed,05:29:00,06:08:00,11-07-2016,11-07-2016
652,Airport,191,Trip Completed,12:43:00,13:29:00,11-07-2016,11-07-2016
1947,Airport,191,Trip Completed,11:33:00,12:09:00,12-07-2016,12-07-2016
2236,Airport,191,Trip Completed,18:16:00,19:07:00,12-07-2016,12-07-2016
3393,City,191,Trip Completed,14:42:19,15:58:37,13-07-2016,13-07-2016
4577,Airport,191,Trip Completed,09:54:17,10:58:21,14-07-2016,14-07-2016
4932,City,191,Trip Completed,18:17:33,18:53:49,14-07-2016,14-07-2016
5419,City,191,Trip Completed,02:01:30,02:34:12,15-07-2016,15-07-2016
5766,City,191,Trip Completed,08:19:48,09:18:32,15-07-2016,15-07-2016
6261,Airport,191,Trip Completed,18:07:05,19:07:36,15-07-2016,15-07-2016
800,Airport,192,Trip Completed,17:13:00,17:56:00,11-07-2016,11-07-2016
1484,Airport,192,Trip Completed,05:19:00,05:55:00,12-07-2016,12-07-2016
1989,Airport,192,Trip Completed,12:30:00,13:01:00,12-07-2016,12-07-2016
3850,Airport,192,Trip Completed,21:27:22,22:05:11,13-07-2016,13-07-2016
4441,City,192,Trip Completed,08:32:09,09:19:29,14-07-2016,14-07-2016
